Latitude,Longitude,Elevation (m),Time,Strecke Delta (km),Distanz (km),Aufstieg (m)
53.627140,10.085620,33.620000,,0.036351,10.210067,0.630000
53.627710,10.085700,33.460000,,0.063660,10.273727,0.000000
53.627960,10.085840,33.430000,,0.029326,10.303053,0.000000
53.628330,10.086100,33.420000,,0.044628,10.347681,0.000000
53.628750,10.086450,33.540000,,0.052166,10.399847,0.120000
53.628920,10.086540,33.540000,,0.019835,10.419683,0.000000
53.629690,10.087193,33.650000,,0.095982,10.515665,0.110000
53.630460,10.087847,34.030000,,0.095982,10.611647,0.380000
53.631230,10.088500,34.660000,,0.095982,10.707629,0.630000
53.631560,10.088800,34.830000,,0.041747,10.749376,0.170000
53.631690,10.088990,34.950000,,0.019166,10.768542,0.120000
53.631830,10.089110,34.930000,,0.017487,10.786029,0.000000
53.631980,10.089170,34.930000,,0.017160,10.803189,0.000000
53.632565,10.089650,34.520000,,0.072439,10.875629,0.000000
53.633150,10.090130,34.420000,,0.072440,10.948068,0.000000
53.633730,10.090570,34.450000,,0.070811,11.018880,0.030000
53.634310,10.091010,34.520000,,0.070811,11.089691,0.070000
53.634420,10.091160,34.520000,,0.015759,11.105450,0.000000
53.634790,10.091410,34.620000,,0.044377,11.149826,0.100000
53.635345,10.091880,34.800000,,0.069153,11.218979,0.180000
53.635900,10.092350,35.050000,,0.069153,11.288132,0.250000
53.636657,10.092940,35.450000,,0.092818,11.380951,0.400000
53.637413,10.093530,35.840000,,0.092818,11.473769,0.390000
53.638170,10.094120,36.070000,,0.092818,11.566588,0.230000
53.638590,10.094440,36.040000,,0.051314,11.617902,0.000000
53.638720,10.094620,35.940000,,0.018737,11.636639,0.000000
53.639215,10.095010,35.660000,,0.060832,11.697471,0.000000
53.639710,10.095400,35.230000,,0.060832,11.758304,0.000000
53.639780,10.095400,35.090000,,0.007791,11.766095,0.000000
53.640540,10.096030,34.520000,,0.094293,11.860388,0.000000
53.641120,10.096590,34.260000,,0.074424,11.934811,0.000000
53.641490,10.097030,34.380000,,0.050425,11.985236,0.120000
53.641860,10.097470,34.400000,,0.050425,12.035661,0.020000
53.642285,10.097935,34.240000,,0.056420,12.092081,0.000000
53.642710,10.098400,34.480000,,0.056420,12.148502,0.240000
53.643030,10.098670,34.500000,,0.039841,12.188343,0.020000
53.643760,10.099440,34.970000,,0.095888,12.284231,0.470000
53.644250,10.099895,35.160000,,0.062287,12.346517,0.190000
53.644740,10.100350,35.590000,,0.062287,12.408804,0.430000
53.644980,10.100550,35.720000,,0.029807,12.438611,0.130000
53.645580,10.101020,36.270000,,0.073658,12.512269,0.550000
53.646040,10.101350,36.830000,,0.055654,12.567924,0.560000
53.646780,10.101850,37.260000,,0.088750,12.656674,0.430000
53.647020,10.102070,37.330000,,0.030417,12.687091,0.070000
53.647140,10.102160,37.510000,,0.014622,12.701713,0.180000
53.647490,10.102380,37.670000,,0.041582,12.743295,0.160000
53.647610,10.102370,37.790000,,0.013372,12.756667,0.120000
53.647970,10.102600,37.910000,,0.042857,12.799524,0.120000
53.648480,10.103010,38.060000,,0.062905,12.862429,0.150000
53.649257,10.103687,38.410000,,0.097336,12.959765,0.350000
53.650033,10.104363,38.400000,,0.097336,13.057101,0.000000
53.650810,10.105040,38.280000,,0.097336,13.154437,0.000000
53.651560,10.105630,37.390000,,0.092140,13.246577,0.000000
53.651985,10.105930,36.920000,,0.051293,13.297870,0.000000
53.652410,10.106230,36.390000,,0.051293,13.349163,0.000000
53.653120,10.106690,35.770000,,0.084673,13.433836,0.000000
53.653250,10.106840,35.320000,,0.017542,13.451378,0.000000
53.653550,10.107020,35.130000,,0.035447,13.486825,0.000000
53.653770,10.107120,34.540000,,0.025363,13.512188,0.000000
53.653910,10.107160,34.540000,,0.015805,13.527992,0.000000
53.654040,10.107130,33.920000,,0.014604,13.542596,0.000000
53.654410,10.107250,33.110000,,0.041938,13.584534,0.000000
53.654550,10.107380,33.010000,,0.017795,13.602330,0.000000
53.654690,10.107440,32.250000,,0.016079,13.618408,0.000000
53.654700,10.107510,32.250000,,0.004760,13.623169,0.000000
53.654840,10.107660,31.920000,,0.018470,13.641639,0.000000
53.654970,10.107750,31.710000,,0.015645,13.657283,0.000000
53.655270,10.107860,31.430000,,0.034172,13.691456,0.000000
53.655550,10.108110,31.050000,,0.035276,13.726732,0.000000
53.655730,10.108350,30.880000,,0.025557,13.752288,0.000000
53.656160,10.109290,31.520000,,0.078440,13.830728,0.640000
53.656370,10.109520,31.520000,,0.027884,13.858612,0.000000
53.656990,10.110462,31.960000,,0.092975,13.951588,0.440000
53.657610,10.111405,31.610000,,0.092975,14.044563,0.000000
53.658230,10.112347,31.030000,,0.092975,14.137538,0.000000
53.658850,10.113290,29.560000,,0.092975,14.230513,0.000000
53.659440,10.114100,28.320000,,0.084732,14.315246,0.000000
53.659640,10.114400,27.590000,,0.029813,14.345059,0.000000
53.659870,10.114830,27.140000,,0.038254,14.383313,0.000000
53.660070,10.115270,26.730000,,0.036628,14.419941,0.000000
53.660310,10.115670,26.790000,,0.037587,14.457528,0.060000
53.660835,10.116215,27.600000,,0.068646,14.526175,0.810000
53.661360,10.116760,27.720000,,0.068647,14.594821,0.120000
53.662110,10.117514,28.100000,,0.097222,14.692043,0.380000
53.662860,10.118268,27.130000,,0.097222,14.789266,0.000000
53.663610,10.119022,26.540000,,0.097222,14.886488,0.000000
53.664360,10.119776,26.510000,,0.097222,14.983710,0.000000
53.665110,10.120530,27.220000,,0.097222,15.080933,0.710000
53.665840,10.121310,29.000000,,0.096226,15.177159,1.780000
53.666110,10.121680,29.000000,,0.038745,15.215904,0.000000
53.666725,10.122690,30.070000,,0.095614,15.311518,1.070000
53.667340,10.123700,30.180000,,0.095614,15.407132,0.110000
53.667600,10.124060,29.990000,,0.037465,15.444597,0.000000
53.668220,10.124800,30.330000,,0.084582,15.529178,0.340000
53.668800,10.125310,31.030000,,0.072825,15.602003,0.700000
53.668830,10.125230,31.030000,,0.006254,15.608257,0.000000
53.668910,10.125140,31.130000,,0.010708,15.618965,0.100000
53.669335,10.124810,31.490000,,0.052088,15.671053,0.360000
53.669760,10.124480,31.960000,,0.052088,15.723142,0.470000
53.670175,10.124180,32.050000,,0.050265,15.773407,0.090000
53.670590,10.123880,31.960000,,0.050265,15.823672,0.000000
53.670680,10.123840,31.900000,,0.010360,15.834031,0.000000
53.670800,10.123850,31.900000,,0.013372,15.847404,0.000000
53.671090,10.123940,31.880000,,0.032820,15.880224,0.000000
53.671220,10.123940,32.000000,,0.014469,15.894693,0.120000
53.671410,10.124650,32.160000,,0.051470,15.946162,0.160000
53.671600,10.125360,31.950000,,0.051470,15.997632,0.000000
53.671650,10.125370,31.950000,,0.005604,16.003236,0.000000
53.671890,10.125560,31.820000,,0.029516,16.032752,0.000000
53.672040,10.125650,31.740000,,0.017723,16.050475,0.000000
53.672470,10.125710,31.460000,,0.048023,16.098497,0.000000
53.672990,10.125960,30.820000,,0.060188,16.158685,0.000000
53.673850,10.126265,30.010000,,0.097816,16.256501,0.000000
53.674710,10.126570,28.970000,,0.097816,16.354317,0.000000
53.675570,10.126875,27.910000,,0.097816,16.452134,0.000000
53.676430,10.127180,27.440000,,0.097816,16.549950,0.000000
53.676980,10.127350,27.310000,,0.062237,16.612187,0.000000
53.677490,10.127850,27.210000,,0.065679,16.677866,0.000000
53.677860,10.128280,27.230000,,0.050033,16.727898,0.020000
53.678030,10.128450,27.030000,,0.022004,16.749902,0.000000
53.678210,10.128560,27.030000,,0.021312,16.771214,0.000000
53.678410,10.128590,26.930000,,0.022348,16.793562,0.000000
53.679133,10.128647,26.610000,,0.080593,16.874155,0.000000
53.679857,10.128703,26.440000,,0.080593,16.954749,0.000000
53.680580,10.128760,26.170000,,0.080593,17.035342,0.000000
53.680950,10.128820,26.170000,,0.041371,17.076713,0.000000
53.681825,10.129020,25.900000,,0.098279,17.174992,0.000000
53.682700,10.129220,25.470000,,0.098279,17.273271,0.000000
53.683575,10.129420,25.430000,,0.098279,17.371551,0.000000
53.684450,10.129620,25.170000,,0.098279,17.469830,0.000000
53.685130,10.129800,24.600000,,0.076612,17.546442,0.000000
53.685750,10.129980,23.300000,,0.070023,17.616465,0.000000
53.686370,10.130160,22.620000,,0.070023,17.686487,0.000000
53.686580,10.130230,22.510000,,0.023826,17.710313,0.000000
53.686790,10.130430,22.530000,,0.026849,17.737163,0.020000
53.686900,10.130630,22.680000,,0.018013,17.755176,0.150000
53.687160,10.131240,23.540000,,0.049614,17.804790,0.860000
53.687240,10.131330,23.540000,,0.010707,17.815497,0.000000
53.687360,10.131410,24.130000,,0.014364,17.829860,0.590000
53.687450,10.131420,24.370000,,0.010039,17.839899,0.240000
53.687560,10.131390,24.490000,,0.012402,17.852301,0.120000
53.687720,10.131280,24.630000,,0.019234,17.871535,0.140000
53.688255,10.130845,24.860000,,0.066117,17.937652,0.230000
53.688790,10.130410,24.930000,,0.066117,18.003770,0.070000
53.689190,10.130080,25.260000,,0.049571,18.053341,0.330000
53.689590,10.129790,25.350000,,0.048467,18.101807,0.090000
53.689760,10.129730,25.530000,,0.019332,18.121139,0.180000
53.689890,10.129720,26.100000,,0.014484,18.135623,0.570000
53.690100,10.129760,26.100000,,0.023522,18.159145,0.000000
53.690860,10.130100,27.640000,,0.087519,18.246663,1.540000
53.691635,10.130575,27.880000,,0.091787,18.338450,0.240000
53.692410,10.131050,27.790000,,0.091787,18.430237,0.000000
53.692650,10.131160,27.830000,,0.027683,18.457920,0.040000
53.692760,10.131180,27.830000,,0.012314,18.470234,0.000000
53.692940,10.131140,28.040000,,0.020207,18.490441,0.210000
53.693060,10.131090,28.040000,,0.013758,18.504200,0.000000
53.693420,10.130880,28.250000,,0.042401,18.546601,0.210000
53.694120,10.130550,28.610000,,0.080902,18.627502,0.360000
53.694640,10.130270,28.940000,,0.060759,18.688261,0.330000
53.695247,10.129967,29.210000,,0.070432,18.758693,0.270000
53.695853,10.129663,28.540000,,0.070432,18.829125,0.000000
53.696460,10.129360,26.350000,,0.070432,18.899556,0.000000
53.697000,10.128700,22.900000,,0.074247,18.973803,0.000000
53.697435,10.128010,21.330000,,0.066491,19.040295,0.000000
53.697870,10.127320,21.560000,,0.066491,19.106786,0.230000
53.698070,10.126880,21.740000,,0.036607,19.143393,0.180000
53.698110,10.126950,21.740000,,0.006418,19.149812,0.000000
53.698180,10.127020,21.690000,,0.009060,19.158871,0.000000
53.698220,10.127020,21.690000,,0.004452,19.163323,0.000000
53.698580,10.126860,21.550000,,0.041438,19.204761,0.000000
53.698860,10.126860,21.340000,,0.031164,19.235925,0.000000
53.699380,10.126910,21.830000,,0.057970,19.293895,0.490000
53.699560,10.126960,22.000000,,0.020304,19.314199,0.170000
53.699760,10.127040,22.190000,,0.022878,19.337077,0.190000
53.700200,10.127245,22.600000,,0.050809,19.387886,0.410000
53.700640,10.127450,22.310000,,0.050809,19.438695,0.000000
53.701437,10.127867,21.690000,,0.092900,19.531595,0.000000
53.702234,10.128284,21.970000,,0.092900,19.624496,0.280000
53.703031,10.128701,22.320000,,0.092900,19.717396,0.350000
53.703829,10.129118,22.810000,,0.092900,19.810296,0.490000
53.704626,10.129536,23.260000,,0.092900,19.903196,0.450000
53.705423,10.129953,22.400000,,0.092900,19.996096,0.000000
53.706220,10.130370,22.990000,,0.092900,20.088996,0.590000
53.706850,10.130647,23.900000,,0.072460,20.161456,0.910000
53.707480,10.130923,23.860000,,0.072460,20.233916,0.000000
53.708110,10.131200,22.300000,,0.072460,20.306376,0.000000
53.708220,10.131170,22.300000,,0.012402,20.318778,0.000000
53.708320,10.131050,22.110000,,0.013663,20.332440,0.000000
53.708350,10.130840,21.890000,,0.014263,20.346704,0.000000
53.708360,10.130530,21.590000,,0.020501,20.367204,0.000000
53.708390,10.130370,21.360000,,0.011080,20.378285,0.000000
53.708450,10.130200,21.360000,,0.013062,20.391346,0.000000
53.708610,10.130030,21.090000,,0.021051,20.412397,0.000000
53.708860,10.129910,20.930000,,0.028931,20.441328,0.000000
53.708980,10.129920,20.780000,,0.013372,20.454701,0.000000
53.709170,10.129910,20.760000,,0.021157,20.475858,0.000000
53.709600,10.130030,20.370000,,0.048510,20.524368,0.000000
53.709730,10.130050,20.360000,,0.014529,20.538897,0.000000
53.710340,10.129110,20.950000,,0.091989,20.630886,0.590000
53.710875,10.130060,21.150000,,0.086489,20.717376,0.200000
53.711410,10.131010,21.010000,,0.086489,20.803865,0.000000
53.711810,10.131905,22.160000,,0.073988,20.877853,1.150000
53.712210,10.132800,22.840000,,0.073988,20.951841,0.680000
53.712430,10.133350,23.400000,,0.043799,20.995640,0.560000
53.712807,10.134480,24.240000,,0.085581,21.081221,0.840000
53.713183,10.135610,25.860000,,0.085581,21.166802,1.620000
53.713560,10.136740,26.960000,,0.085581,21.252383,1.100000
53.713823,10.137810,28.440000,,0.076485,21.328867,1.480000
53.714087,10.138880,29.410000,,0.076485,21.405352,0.970000
53.714350,10.139950,29.660000,,0.076485,21.481837,0.250000
53.714460,10.140370,29.540000,,0.030312,21.512149,0.000000
53.714520,10.140530,29.540000,,0.012498,21.524647,0.000000
53.714570,10.140570,29.590000,,0.006160,21.530806,0.050000
53.714620,10.140570,29.590000,,0.005565,21.536371,0.000000
53.715230,10.140310,30.030000,,0.070029,21.606401,0.440000
53.715973,10.140053,29.970000,,0.084370,21.690771,0.000000
53.716715,10.139795,28.740000,,0.084371,21.775142,0.000000
53.717458,10.139538,27.320000,,0.084371,21.859512,0.000000
53.718200,10.139280,27.130000,,0.084371,21.943883,0.000000
53.718510,10.139420,27.010000,,0.035719,21.979602,0.000000
53.718980,10.140000,26.280000,,0.064827,22.044429,0.000000
53.719410,10.140290,25.970000,,0.051546,22.095975,0.000000
53.720235,10.140570,27.160000,,0.093664,22.189639,1.190000
53.721060,10.140850,27.450000,,0.093664,22.283304,0.290000
53.721770,10.141105,28.270000,,0.080796,22.364100,0.820000
53.722480,10.141360,27.780000,,0.080796,22.444895,0.000000
53.723340,10.141640,27.140000,,0.097486,22.542381,0.000000
53.724120,10.142000,26.920000,,0.090007,22.632389,0.000000
53.724700,10.142380,26.920000,,0.069256,22.701645,0.000000
53.725120,10.142750,26.920000,,0.052741,22.754386,0.000000
53.725810,10.143455,26.690000,,0.089795,22.844181,0.000000
53.726500,10.144160,26.640000,,0.089795,22.933977,0.000000
53.727210,10.144900,26.820000,,0.092899,23.026876,0.180000
53.727920,10.145640,26.960000,,0.092899,23.119775,0.140000
53.728190,10.145990,26.900000,,0.037904,23.157679,0.000000
53.728490,10.146720,26.870000,,0.058620,23.216299,0.000000
53.728720,10.147140,26.880000,,0.037733,23.254032,0.010000
53.729510,10.147850,27.310000,,0.099635,23.353666,0.430000
53.729950,10.148280,27.310000,,0.056601,23.410267,0.000000
